pmid,decision,rationale,reviewer,review_date,source,abstract_available,priority,priority_reasons,metadata_verified,metadata_conflicts,identifiers_verified,source_doi_absence_confirmed,correction_retraction_status,integrity_status,integrity_action,integrity_source_url,limitation
42422937,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42422937/ — NCBI Entrez EFetch 2026-09-07,True,False,,False,authors,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42422937/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42412865,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42412865/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Correction,Pending,REVIEW_CORRECTION,https://pubmed.ncbi.nlm.nih.gov/40299918/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42404340,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42404340/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42404340/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42404335,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42404335/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42404335/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42403460,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42403460/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42403460/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42400068,INCLUDE_FULL_TEXT,Title/abstract identify an explicit implementation-science construct; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42400068/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Correction,Pending,REVIEW_CORRECTION,https://pubmed.ncbi.nlm.nih.gov/41646313/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42391276,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42391276/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42391276/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42391107,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42391107/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42391107/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42390623,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42390623/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42390623/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42389873,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42389873/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42389873/,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
42365570,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42365570/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42365570/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42341153,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42341153/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42341153/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42340123,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42340123/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42340123/,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
42336376,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42336376/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42336376/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42335273,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42335273/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42335273/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42330086,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42330086/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42330086/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42321991,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42321991/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42321991/,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
42316751,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42316751/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42316751/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42312763,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42312763/ — NCBI Entrez EFetch 2026-09-07,False,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42312763/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42302140,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42302140/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42302140/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42299138,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42299138/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42299138/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42288715,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42288715/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42288715/,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
42283338,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42283338/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42283338/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42280200,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42280200/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42280200/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
42268904,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/42268904/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/42268904/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
