Evidence_ID,Title,Year,DOI,PMID,Country,Population,Study_Design,Domain,Pass1,Pass2,Pass3,Priority,Manuscript_Layer,Section,Citation_Fitness,Contradictory,Replace_Existing,Full_Text_Required,Integrity,Freeze_Change,Why_Useful,Source_URL
EV-1107,"Reported Back Pain in Army Aircrew in Relation to Airframe, Gender, Age, and Experience.",2017,10.3357/amhp.4740.2017,28095953,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/28095953/
EV-1110,Sleep in the Military: Promoting Healthy Sleep Among U.S. Servicemembers.,2015,,28083395,,,Journal Article,Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/28083395/
EV-1119,TCCC Updates: Translating Military Advances in Exdternal Hemorrhage Control to Law Enforcement.,2015,10.55460/arzp-rfk1,27689379,,,Journal Article,Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,GAP_CLOSURE_CANDIDATE,FULL_TEXT_REVIEW,P0 — CRITICAL,International,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_GAP_CLOSURE,NO,NO,YES,Verified — clear,NO,Potential structural-gap closure,https://pubmed.ncbi.nlm.nih.gov/27689379/
EV-1122,Sustained Military Operations and Cognitive Performance.,2016,10.3357/amhp.4468.2016,27634607,,,Journal Article; Systematic Review,Cognition / firearm performance,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,REPLACE_EXISTING_CANDIDATE,P1 — HIGH,Both,Cognition and Firearm-Task Performance / Cognicao e tiro,POTENTIAL_DIRECT_SUPPORT,NO,YES,YES,Verified — clear,YES — REVIEW REQUIRED,Potentially stronger evidence than current domain support,https://pubmed.ncbi.nlm.nih.gov/27634607/
EV-1128,Risk factors for back pain in marines; a prospective cohort study.,2016,10.1186/s12891-016-1172-y,27474034,,,"Journal Article; Research Support, Non-U.S. Gov't",Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/27474034/
EV-1133,Military Sleep Management: An Operational Imperative.,2016,,27215880,,,Journal Article; Review,Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/27215880/
EV-1140,Evaluation and Testing of Junctional Tourniquets by Special Operation Forces Personnel: A Comparison of the Combat Ready Clamp and the Junctional Emergency Treatment Tool.,2016,,27045493,,,Comparative Study; Evaluation Study; Journal Article,Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/27045493/
EV-1142,Relationship between general nutrition knowledge and diet quality in Australian military personnel.,2016,10.1017/s0007114516000532,26931550,,,"Journal Article; Research Support, Non-U.S. Gov't",Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/26931550/
EV-1143,The Eagle Tactical Athlete Program Reduces Musculoskeletal Injuries in the 101st Airborne Division (Air Assault).,2016,10.7205/milmed-d-14-00674,26926750,,,"Journal Article; Randomized Controlled Trial; Research Support, U.S. Gov't, Non-P.H.S.",Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,Both,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/26926750/
EV-1145,Observed Rates of Lower Extremity Stress Fractures After Implementation of the Army Physical Readiness Training Program at JBSA Fort Sam Houston.,2016,,26874090,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/26874090/
EV-1147,Effects of Age and Military Service on Strength and Physiological Characteristics of U.S. Army Soldiers.,2016,10.7205/milmed-d-15-00036,26837087,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/26837087/
EV-1148,"Operational Physical Performance and Fitness in Military Women: Physiological, Musculoskeletal Injury, and Optimized Physical Training Considerations for Successfully Integrating Women Into Combat-Centric Military Occupations.",2016,10.7205/milmed-d-15-00382,26741902,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/26741902/
EV-1150,"Relationships Between Physical Fitness, Demands of Flight Duty, and Musculoskeletal Symptoms Among Military Pilots.",2015,10.7205/milmed-d-14-00467,26633667,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/26633667/
EV-1151,Preparing for Combat Readiness for the Fight: Physical Performance Profile of Female U.S. Marines.,2016,10.1519/jsc.0000000000001269,26605806,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/26605806/
EV-1159,Perspectives on Aerobic and Strength Influences on Military Physical Readiness: Report of an International Military Physiology Roundtable.,2015,10.1519/jsc.0000000000001025,26506170,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/26506170/
EV-1163,Evaluation of General Nutrition Knowledge in Australian Military Personnel.,2016,10.1016/j.jand.2015.08.014,26384465,,,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/26384465/
EV-1165,The Ranger First Responder Program and Tactical Emergency Casualty Care Implementation: A Whole-Community Approach to Reducing Mortality From Active Violent Incidents.,2015,10.55460/j3tf-9ekv,26360353,,,Journal Article,Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,GAP_CLOSURE_CANDIDATE,FULL_TEXT_REVIEW,P0 — CRITICAL,International,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_GAP_CLOSURE,NO,NO,YES,Verified — clear,NO,Potential structural-gap closure,https://pubmed.ncbi.nlm.nih.gov/26360353/
EV-1176,"Musculoskeletal, biomechanical, and physiological gender differences in the US military.",2015,,26101903,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/26101903/
EV-1178,PERFORMANCE OPTIMIZATION AND INJURY PREVENTION STRATEGIES FOR THE ARMY PHYSICAL FITNESS TEST: TECHNIQUE MATTERS.,2015,,26075155,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/26075155/
EV-1179,"Nutritional and sports supplement use among deployed U.S. Army soldiers in a remote, austere combat outpost in eastern Afghanistan.",2015,10.7205/milmed-d-14-00334,25826344,,,Journal Article,Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/25826344/
EV-1181,A study of prehospital medical documentation by military medical providers during precombat training.,2015,,25770802,,,Journal Article,Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/25770802/
EV-1184,Effects of two different 5 weeks training programs on the physical fitness of military recruits.,2014,,25643544,,,Clinical Trial; Comparative Study; Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/25643544/
EV-1185,Body composition assessment failure rates and obesity in the United States Navy.,2015,10.7205/milmed-d-14-00231,25643380,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/25643380/
EV-1193,Utility of a sports medicine model in military combat concussion and musculoskeletal restoration care.,2014,10.7205/milmed-d-14-00191,25373061,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/25373061/
EV-1194,Law enforcement-applied tourniquets: a case series of life-saving interventions.,2015,10.3109/10903127.2014.964893,25350269,,,Journal Article,Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/25350269/
EV-1198,Injury epidemiology of U.S. Army Special Operations forces.,2014,10.7205/milmed-d-14-00078,25269128,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/25269128/
EV-1209,Clinical encounters in tactical medicine: a mission-specific analysis of the Maryland State Police experience.,2014,10.55460/eryz-toma,24952050,,,Journal Article,Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/24952050/
EV-1213,Attention and visual tracking degradation during acute sleep deprivation in a military sample.,2014,10.3357/asem.3882.2014,24834562,,,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/24834562/
EV-1216,Relationships of physical performance tests to military-relevant tasks in women.,2014,,24706238,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/24706238/
EV-1217,History of United States Army physical fitness and physical readiness training.,2014,,24706237,,,Historical Article; Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/24706237/
EV-1226,"Association among functional-movement ability, fatigue, sedentary time, and fitness in 40 years and older active duty military personnel.",2013,10.7205/milmed-d-13-00186,24306020,,,"Journal Article; Research Support, Non-U.S. Gov't",Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/24306020/
EV-1235,Extreme conditioning programs and injury risk in a US Army Brigade Combat Team.,2013,,24146241,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/24146241/
EV-1236,Strategies for optimizing military physical readiness and preventing musculoskeletal injuries in the 21st century.,2013,,24146239,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/24146239/
EV-1241,Blast-related ear injuries among U.S. military personnel.,2013,10.1682/jrrd.2012.02.0024,24030196,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/24030196/
EV-1244,Improving the adoption of evidence-based practice among nurses in Army outpatient medical treatment facilities.,2013,10.7205/milmed-d-13-00191,24005550,,,"Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",Implementation science,HIGH_RELEVANCE,GAP_CLOSURE_CANDIDATE,FULL_TEXT_REVIEW,P0 — CRITICAL,International,Implementation Considerations / Implementacao,POTENTIAL_GAP_CLOSURE,NO,NO,YES,Verified — clear,NO,Potential structural-gap closure,https://pubmed.ncbi.nlm.nih.gov/24005550/
EV-1245,Implementation outcomes of military provider training in cognitive processing therapy and prolonged exposure therapy for post-traumatic stress disorder.,2013,10.7205/milmed-d-13-00072,24005540,,,Journal Article,Cognition / firearm performance,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Cognition and Firearm-Task Performance / Cognicao e tiro,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/24005540/
EV-1273,Use of the dental disease nonbattle injury encounter module to assess the emergency rate on an Army military installation within the United States.,2012,10.7205/milmed-d-12-00113,23025142,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/23025142/
EV-1277,"Injuries to deployed U.S. Army soldiers involved in HMMWV crashes, 2002-2006.",2012,10.7205/milmed-d-11-00462,22934378,,,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/22934378/
EV-1284,Donor performance of combat readiness skills of special forces soldiers are maintained immediately after whole blood donation: a study to support the development of a prehospital fresh whole blood transfusion program.,2013,10.1111/j.1537-2995.2012.03767.x,22738468,,,Clinical Trial; Journal Article,Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/22738468/
EV-1286,Physical training injuries and interventions for military recruits.,2012,10.7205/milmed-d-11-00329,22645882,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/22645882/
EV-1287,Body composition and military performance--many things to many people.,2012,10.1519/jsc.0b013e31825ced6c,22643136,,,Journal Article; Review,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/22643136/
EV-1297,Assessment of changes in mental health conditions among sailors and marines during postdeployment phase.,2011,10.7205/milmed-d-10-00366,21882782,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Mental health / stress,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Organizational Health Context / Discussao,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/21882782/
EV-1301,Family-centered preventive intervention for military families: implications for implementation science.,2011,10.1007/s11121-011-0234-5,21761154,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Implementation science,HIGH_RELEVANCE,GAP_CLOSURE_CANDIDATE,FULL_TEXT_REVIEW,P0 — CRITICAL,International,Implementation Considerations / Implementacao,POTENTIAL_GAP_CLOSURE,NO,NO,YES,Verified — clear,NO,Potential structural-gap closure,https://pubmed.ncbi.nlm.nih.gov/21761154/
EV-1303,Prehospital and emergency care research at the US Army Institute of Surgical Research: enabling the next great leap in combat casualty survival.,2011,,21607910,,,Journal Article,Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,GAP_CLOSURE_CANDIDATE,FULL_TEXT_REVIEW,P0 — CRITICAL,International,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_GAP_CLOSURE,NO,NO,YES,Verified — clear,NO,Potential structural-gap closure,https://pubmed.ncbi.nlm.nih.gov/21607910/
EV-1307,Warrior Model for Human Performance and Injury Prevention: Eagle Tactical Athlete Program (ETAP) Part II.,2010,10.55460/42ci-elhp,21442588,,,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,Both,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/21442588/
EV-1308,Warrior Model for Human Performance and Injury Prevention: Eagle Tactical Athlete Program (ETAP) Part I.,2010,10.55460/556o-k7n2,21442587,,,"Journal Article; Randomized Controlled Trial; Research Support, U.S. Gov't, Non-P.H.S.",Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,Both,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/21442587/
EV-1311,Sleep and fatigue issues in continuous operations: a survey of U.S. Army officers.,2011,10.1080/15402002.2011.533994,21218294,,,Journal Article,Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/21218294/
EV-1323,A process to identify military injury prevention priorities based on injury type and limited duty days.,2010,10.1016/j.amepre.2009.10.004,20117593,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/20117593/
EV-1325,How to stop fighting ourselves: removing the stigma of mental health treatment for soldiers.,2007,,20084692,,,Journal Article,Mental health / stress,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Organizational Health Context / Discussao,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/20084692/
EV-1330,Hydration status of Air Force military basic trainees after implementation of the back-mounted hydration system.,2009,10.7205/milmed-d-03-2508,19743737,,,"Journal Article; Randomized Controlled Trial; Research Support, U.S. Gov't, Non-P.H.S.",Hydration / heat / thermoregulation,HIGH_RELEVANCE,GAP_CLOSURE_CANDIDATE,FULL_TEXT_REVIEW,P0 — CRITICAL,Both,Medical and Cardiovascular Readiness / Discussion,POTENTIAL_GAP_CLOSURE,NO,NO,YES,Verified — clear,NO,Potential structural-gap closure,https://pubmed.ncbi.nlm.nih.gov/19743737/
EV-1338,How stress fracture incidence was lowered in the Israeli army: a 25-yr struggle.,2008,10.1249/mss.0b013e3181892dc2,18849873,,,Historical Article; Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/18849873/
EV-1340,Physical fitness influences stress reactions to extreme military training.,2008,10.7205/milmed.173.8.738,18751589,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/18751589/
EV-1353,"Acute gastrointestinal infection, respiratory illness, and noncombat injury among US military personnel during Operation Bright Star 2005, in Northern Egypt.",2007,10.1111/j.1708-8305.2007.00159.x,17995535,,,"Journal Article; Research Support, Non-U.S. Gov't",Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/17995535/
EV-1377,Triage decisions of United Kingdom police firearms officers using a multiple-casualty scenario paper exercise.,2005,10.1017/s1049023x00002132,15748014,,,Evaluation Study; Journal Article,Cognition / firearm performance,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Cognition and Firearm-Task Performance / Cognicao e tiro,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/15748014/
