evidence_id,pmid,zotero_key,doi,title,workflow_status,priority_tier,priority_score,lawful_availability_score,operational_relevance_score,quality_potential_score,transferability_potential_score,lawful_access_status,lawful_access_url,publication_types,families,full_text_obtained,quality_appraisal_complete,integrity_cleared_for_use,human_confirmation,claim_ready,limitation
EV-1378,15748013,HRNPCIDG,10.1017/s1049023x00002120,Successful development and implementation of' a tactical emergency medical technician training program for United States federal agents.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.1017/s1049023x00002120,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1350,18154234,LMW7Q2XQ,10.7205/milmed.172.supplement_1.1,Tactical combat casualty care 2007: evolving concepts and battlefield experience.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.7205/milmed.172.supplement_1.1,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1344,18385001,TEYYG4IR,10.1016/j.jemermed.2007.11.024,Tactical emergency medical support: physician involvement and injury patterns in tactical teams.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.jemermed.2007.11.024,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1332,19682822,9BEXTMD3,10.1016/j.jemermed.2009.06.110,Resident involvement in civilian tactical emergency medicine.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.jemermed.2009.06.110,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1331,19731167,6TKPT6C2,10.1080/10903120903144940,The lifesaving potential of specialized on-scene medical support for urban tactical operations.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.1080/10903120903144940,"Journal Article | Research Support, Non-U.S. Gov't",B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1315,20845323,7UJY87AA,10.1017/s1049023x00008323,Tactical medical skill requirements for law enforcement officers: a 10-year analysis of line-of-duty deaths.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.1017/s1049023x00008323,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1274,22985714,K238YFFR,10.1017/s1049023x12001112,Ethical considerations in embedding a surgeon in a military or civilian tactical team.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.1017/s1049023x12001112,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1246,23993329,KXERWEVK,10.1016/j.jemermed.2013.01.026,Law enforcement and the long gun: do we need a new face in the fight?,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.jemermed.2013.01.026,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1240,24048997,6QFB4SAB,10.55460/ceyd-3287,Operator Training and TEMS Support: A Survey of Unit Leaders in Northern and Central California.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.55460/ceyd-3287,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1239,24081544,VU5EX9G2,10.1007/s10567-013-0155-x,Understanding and supporting the resilience of a new generation of combat-exposed military families and their children.,FULL_TEXT_QUEUE,P1,18,2,11,2,3,DISCOVERY_REQUIRED,https://doi.org/10.1007/s10567-013-0155-x,Journal Article | Review,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1233,24183769,LRGJJSV3,10.7205/milmed-d-13-00141,Self-rated readiness for performance of needle decompression in combat lifesaver training.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.7205/milmed-d-13-00141,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1230,24227567,GRG8B286,10.55460/ef77-ldyw,"Tactical emergency casualty care?pediatric appendix: novel guidelines for the care of the pediatric casualty in the high-threat, prehospital environment.",FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.55460/ef77-ldyw,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1220,24565135,M5NQZXWU,10.1016/j.socscimed.2013.11.038,Do flexible alcohol trading hours reduce violence? A theory-based natural experiment in alcohol policy.,FULL_TEXT_QUEUE,P1,18,2,9,1,6,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.socscimed.2013.11.038,"Journal Article | Research Support, Non-U.S. Gov't",C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1209,24952050,VV6BT3AY,10.55460/eryz-toma,Clinical encounters in tactical medicine: a mission-specific analysis of the Maryland State Police experience.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.55460/eryz-toma,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1196,25344707,SUK7F2ED,10.55460/03vo-8flo,Management of External Hemorrhage in Tactical Combat Casualty Care: Chitosan-Based Hemostatic Gauze Dressings--TCCC Guidelines-Change 13-05.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.55460/03vo-8flo,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1194,25350269,Q2JP3FFX,10.3109/10903127.2014.964893,Law enforcement-applied tourniquets: a case series of life-saving interventions.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.3109/10903127.2014.964893,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1165,26360353,NUWFKD5C,10.55460/j3tf-9ekv,The Ranger First Responder Program and Tactical Emergency Casualty Care Implementation: A Whole-Community Approach to Reducing Mortality From Active Violent Incidents.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.55460/j3tf-9ekv,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1127,27566327,W2NJGZPN,10.1007/s11886-016-0770-5,Post-traumatic Stress Disorder and Cardiovascular Disease.,FULL_TEXT_QUEUE,P1,18,2,11,2,3,DISCOVERY_REQUIRED,https://doi.org/10.1007/s11886-016-0770-5,Journal Article | Review,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1105,28219471,HMB67V22,10.1017/s1049023x17000103,"A Descriptive Analysis of Tactical Casualty Care Interventions Performed by Law Enforcement Personnel in the State of Wisconsin, 2010-2015.",FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.1017/s1049023x17000103,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1087,28521724,IQ67PHYT,10.2174/1570162x15666170517121316,"HIV Risk Behavior and Prevention Considerations Among Military Personnel in Three Caribbean Region Countries: Belize, Barbados, and the Dominican Republic.",FULL_TEXT_QUEUE,P1,18,2,11,2,3,DISCOVERY_REQUIRED,https://doi.org/10.2174/1570162x15666170517121316,Journal Article | Review,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1018,29889957,Q5VDNLG8,10.55460/heb7-ko2v,Old Tricks for New Dogs? John Caddy and the Victorian Origins of TCCC.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.55460/heb7-ko2v,Historical Article | Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-1009,30168405,D2RT6YCE,10.1017/s1049023x18000730,Effects of Tactical Emergency Casualty Care Training for Law Enforcement Officers.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.1017/s1049023x18000730,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0933,31539432,HZCUWHEQ,10.55460/h8bg-8oup,Management of Hemorrhage From Craniomaxillofacial Injuries and Penetrating Neck Injury in Tactical Combat Casualty Care: iTClamp Mechanical Wound Closure Device TCCC Guidelines Proposed Change 19-04 06 June 2019.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.55460/h8bg-8oup,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0911,31928341,ZTMCNTV3,10.1177/1077801219889176,Shifting the Lens: An Implementation Study of a Community-Based and Social Network Intervention to Gender-Based Violence.,FULL_TEXT_QUEUE,P1,18,2,9,1,6,DISCOVERY_REQUIRED,https://doi.org/10.1177/1077801219889176,Journal Article,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0889,32245715,7FHFGB55,10.1016/j.jsurg.2020.03.001,"Increasing the Effectiveness of ""Stop the Bleed"" Training Through Stepwise Mastery Learning with Deliberate Practice.",FULL_TEXT_QUEUE,P1,18,2,12,1,3,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.jsurg.2020.03.001,Journal Article,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0880,32414356,AUZW2R9S,10.1186/s12889-020-08868-2,"Opportunities for the development of drowning interventions in West Bengal, India: a review of policy and government programs.",FULL_TEXT_QUEUE,P1,18,4,7,3,4,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC7229618/,Journal Article | Systematic Review,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0862,32884581,MJVWFUAG,10.1186/s13031-020-00308-7,The intergenerational impact of war on mental health and psychosocial wellbeing: lessons from the longitudinal study of war-affected youth in Sierra Leone.,FULL_TEXT_QUEUE,P1,18,4,11,1,2,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC7461150/,Journal Article,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0831,33320316,DUCXNRWH,10.55460/3dp0-hypt,Riot Medicine: Civil Disturbance Applications of the National Tactical Emergency Medical Support Competency Domains.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.55460/3dp0-hypt,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0813,33588821,IK2LSLH7,10.1186/s12909-021-02530-0,Delivering and implementing child and adolescent mental health training for mental health and allied professionals: a systematic review and qualitative meta-aggregation.,FULL_TEXT_QUEUE,P1,18,4,7,3,4,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC7885386/,Journal Article | Systematic Review,C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0803,33721313,H3M3YQDS,10.55460/n8ew-me22,Immediate Paramedic Tactical Response Unit in a Civilian Emergency Medical Service: The First Year Experience.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.55460/n8ew-me22,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0802,33721315,RYX2MLDN,10.55460/g2x5-lspj,Lessons Learned on the Battlefield Applied in a Civilian Setting.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.55460/g2x5-lspj,Case Reports | Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0763,34529812,IRMLP7CP,10.55460/atk4-kwc0,Telementorship in Underway Naval Operations: Leveraging Operational Virtual Health for Tactical Combat Casualty Care.,FULL_TEXT_QUEUE,P1,18,2,11,1,4,DISCOVERY_REQUIRED,https://doi.org/10.55460/atk4-kwc0,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
